,EH_ID,experiment,dpi,labels,weight,relative_weight,weight_dpi0,feces_weight,dpi_dissect,batch,infection_history,mouse_strain,birthday,sex,primary_infection,challenge_infection
392,LM0406,E11,6,E11bBER,17.99,96.2032085561497,18.7,1.08,NA,b,UNI:E88,SCHUNT,1.10.2020,F,NA,E88
393,LM0407,E11,8,E11bAOS,24.89,99.3612774451098,25.05,NA,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
394,LM0407,E11,3,E11bLWX,24.2,96.6067864271457,25.05,1.75,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
395,LM0407,E11,4,E11bDOP,23.54,93.9720558882236,25.05,2.12,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
396,LM0407,E11,6,E11bBDE,23.05,92.0159680638723,25.05,1.63,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
397,LM0407,E11,2,E11bKSX,24.96,99.6407185628743,25.05,1.6,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
398,LM0407,E11,5,E11bJKO,23.59,94.1716566866267,25.05,2.36,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
399,LM0407,E11,1,E11bISU,25.05,100,25.05,2.24,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
400,LM0407,E11,7,E11bINO,24.35,97.2055888223553,25.05,1.8,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
401,LM0408,E11,2,E11bKMS,15.74,95.9756097560976,16.4,0.83,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
402,LM0408,E11,8,E11bINQ,12.76,77.8048780487805,16.4,NA,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
403,LM0408,E11,4,E11bJNW,15.3,93.2926829268293,16.4,0.81,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
404,LM0408,E11,7,E11bBIV,14.27,87.0121951219512,16.4,0.7,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
405,LM0408,E11,3,E11bERW,15.84,96.5853658536586,16.4,0.95,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
406,LM0408,E11,5,E11bELX,15.48,94.390243902439,16.4,1.01,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
407,LM0408,E11,6,E11bGJS,15.07,91.890243902439,16.4,0.71,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
408,LM0408,E11,1,E11bEFN,16.4,100,16.4,0.59,NA,b,E64:E88,PWD,11.10.2020,F,NA,E88
409,LM0410,E11,3,E11bBOZ,17.27,101.528512639624,17.01,1.84,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
410,LM0410,E11,5,E11bJMZ,15.14,89.0064667842445,17.01,0.62,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
411,LM0410,E11,8,E11bOTY,17.93,105.408583186361,17.01,NA,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
412,LM0410,E11,2,E11bHKO,17.52,102.99823633157,17.01,1.08,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
413,LM0410,E11,4,E11bHKX,16.14,94.8853615520282,17.01,2.16,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
414,LM0410,E11,7,E11bGWX,16.63,97.7660199882422,17.01,1.62,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
415,LM0410,E11,1,E11bITU,17.01,100,17.01,2.66,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
416,LM0410,E11,6,E11bCKL,15.77,92.7101704879483,17.01,1.46,NA,b,E64:E64,PWD,14.10.2020,F,NA,E64
417,LM0411,E11,3,E11bJSZ,16,96.969696969697,16.5,0.88,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
418,LM0411,E11,2,E11bAOW,16.21,98.2424242424242,16.5,0.97,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
419,LM0411,E11,4,E11bDGN,15.93,96.5454545454545,16.5,1.09,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
420,LM0411,E11,5,E11bCQW,15.82,95.8787878787879,16.5,1.19,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
421,LM0411,E11,6,E11bCJO,15.91,96.4242424242424,16.5,0.81,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
422,LM0411,E11,1,E11bHKS,16.5,100,16.5,0.74,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
423,LM0411,E11,8,E11bBNU,13.74,83.2727272727273,16.5,NA,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
424,LM0411,E11,7,E11bFHU,16.41,99.4545454545455,16.5,0.96,NA,b,E64:E88,PWD,24.10.2020,M,NA,E88
425,LM0412,E11,3,E11bDHJ,27.51,98.0748663101604,28.05,0.75,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
426,LM0412,E11,2,E11bCDH,27.23,97.0766488413547,28.05,0.8,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
427,LM0412,E11,5,E11bFMW,25.83,92.0855614973262,28.05,1.22,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
428,LM0412,E11,8,E11bEFU,21.91,78.1105169340463,28.05,NA,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
429,LM0412,E11,1,E11bACT,28.05,100,28.05,0.75,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
430,LM0412,E11,4,E11bEFK,26.71,95.222816399287,28.05,1.05,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
431,LM0412,E11,7,E11bLXY,23.27,82.9590017825312,28.05,0.62,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
432,LM0412,E11,6,E11bCGP,24.72,88.1283422459893,28.05,0.57,NA,b,UNI:E64,SCHUNT,1.10.2020,M,NA,E64
433,LM0413,E11,3,E11bGNV,20.05,98.4290623465881,20.37,1.39,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
434,LM0413,E11,8,E11bPWY,19.51,95.7781050564556,20.37,NA,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
435,LM0413,E11,4,E11bIRU,20.6,101.12911143839,20.37,1,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
436,LM0413,E11,7,E11bFHR,19.92,97.7908689248896,20.37,1.26,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
437,LM0413,E11,2,E11bLTX,20.9,102.601865488463,20.37,1.25,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
438,LM0413,E11,6,E11bASW,20.31,99.7054491899853,20.37,0.9,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
439,LM0413,E11,1,E11bEIJ,20.37,100,20.37,1.28,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
440,LM0413,E11,5,E11bHNQ,20.62,101.227295041728,20.37,1.49,NA,b,E64:UNI,SCHUNT,5.11.2020,F,NA,UNI
441,LM0415,E11,3,E11bBKM,22.31,96.4965397923875,23.12,1.27,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
442,LM0415,E11,5,E11bNQR,19.16,82.8719723183391,23.12,1.31,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
443,LM0415,E11,8,E11bDGH,20.91,90.4411764705882,23.12,NA,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
444,LM0415,E11,2,E11bBCV,22.45,97.1020761245675,23.12,1.95,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
445,LM0415,E11,4,E11bBUY,21.11,91.3062283737024,23.12,2.35,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
446,LM0415,E11,7,E11bAEO,20.22,87.4567474048443,23.12,1.11,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
447,LM0415,E11,1,E11bAIY,23.12,100,23.12,1.46,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
448,LM0415,E11,6,E11bBGK,20.19,87.3269896193772,23.12,1.04,NA,b,UNI:E64,SCHUNT,5.10.2020,M,NA,E64
449,LM0417,E11,8,E11bAEM,18.72,75.3319919517103,24.85,NA,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
450,LM0417,E11,3,E11bBTX,24.56,98.8329979879276,24.85,1.31,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
451,LM0417,E11,4,E11bMNU,23.3,93.7625754527163,24.85,1.27,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
452,LM0417,E11,7,E11bNOW,20.51,82.5352112676056,24.85,0.61,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
453,LM0417,E11,2,E11bGHL,24.66,99.2354124748491,24.85,0.85,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
454,LM0417,E11,5,E11bNPV,22.57,90.8249496981891,24.85,1.04,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
455,LM0417,E11,6,E11bPTW,21.21,85.3521126760563,24.85,0.77,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
456,LM0417,E11,1,E11bDGZ,24.85,100,24.85,0.85,NA,b,E64:E88,SCHUNT,1.10.2020,M,NA,E88
457,LM0420,E11,4,E11bEKN,18.31,96.3684210526316,19,1.13,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
458,LM0420,E11,8,E11bABD,17.16,90.3157894736842,19,NA,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
459,LM0420,E11,3,E11bDEZ,18.11,95.3157894736842,19,1.03,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
460,LM0420,E11,5,E11bADE,17.81,93.7368421052632,19,1.26,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
461,LM0420,E11,7,E11bNWZ,17.33,91.2105263157895,19,1.04,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
462,LM0420,E11,2,E11bGJM,18.98,99.8947368421053,19,0.78,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
463,LM0420,E11,6,E11bDTY,18,94.7368421052632,19,1.06,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
464,LM0420,E11,1,E11bDLV,19,100,19,0.7,NA,b,E88:E88,SCHUNT,28.10.2020,F,NA,E88
465,LM0421,E11,8,E11bEIZ,NA,NA,18.75,NA,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
466,LM0421,E11,3,E11bJLQ,18.53,98.8266666666667,18.75,1.84,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
467,LM0421,E11,4,E11bAOP,17.31,92.32,18.75,1.4,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
468,LM0421,E11,7,E11bFQY,NA,NA,18.75,NA,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
469,LM0421,E11,2,E11bEQU,18.22,97.1733333333333,18.75,1.2,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
470,LM0421,E11,5,E11bKMX,16.23,86.56,18.75,0.6,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
471,LM0421,E11,6,E11bGOP,15.14,80.7466666666667,18.75,NA,6,b,UNI:E64,PWD,23.10.2020,M,NA,E64
472,LM0421,E11,1,E11bHOV,18.75,100,18.75,1.26,NA,b,UNI:E64,PWD,23.10.2020,M,NA,E64
473,LM0422,E11,3,E11bLSV,14.54,98.2432432432432,14.8,0.82,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
474,LM0422,E11,2,E11bMRU,14.41,97.3648648648649,14.8,1,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
475,LM0422,E11,5,E11bFHY,14.21,96.0135135135135,14.8,0.95,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
476,LM0422,E11,8,E11bELU,10.87,73.4459459459459,14.8,NA,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
477,LM0422,E11,1,E11bEJV,14.8,100,14.8,0.98,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
478,LM0422,E11,4,E11bLPV,14.54,98.2432432432432,14.8,0.9,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
479,LM0422,E11,7,E11bEOY,12.54,84.7297297297297,14.8,0.52,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
480,LM0422,E11,6,E11bEIY,12.6,85.1351351351351,14.8,0.48,NA,b,E64:E88,PWD,14.10.2020,F,NA,E88
481,LM0424,E11,3,E11bLUZ,16.12,94.3241661790521,17.09,1.17,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
482,LM0424,E11,2,E11bEMO,16.6,97.1328262141603,17.09,2.09,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
483,LM0424,E11,5,E11bNWX,16.15,94.4997074312463,17.09,1.02,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
484,LM0424,E11,7,E11bJPU,16.08,94.0901111761264,17.09,1.04,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
485,LM0424,E11,8,E11bGQZ,16.61,97.1913399648917,17.09,NA,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
486,LM0424,E11,1,E11bIUX,17.09,100,17.09,0.95,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
487,LM0424,E11,4,E11bDVZ,16.41,96.0210649502633,17.09,1.62,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
488,LM0424,E11,6,E11bFNT,16.52,96.664716208309,17.09,1.08,NA,b,E64:UNI,PWD,14.10.2020,M,NA,UNI
489,LM0425,E11,3,E11bKLS,17.22,97.1783295711061,17.72,0.8,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
490,LM0425,E11,2,E11bCOQ,17.25,97.3476297968398,17.72,1.47,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
491,LM0425,E11,8,E11bBFZ,17.67,99.7178329571106,17.72,NA,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
492,LM0425,E11,4,E11bDNW,17.74,100.112866817156,17.72,1.03,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
493,LM0425,E11,7,E11bBUV,17.35,97.9119638826185,17.72,1.07,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
494,LM0425,E11,1,E11bEQW,17.72,100,17.72,1.24,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
495,LM0425,E11,5,E11bHIL,17.59,99.2663656884876,17.72,1.42,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
496,LM0425,E11,6,E11bADP,17.85,100.733634311512,17.72,1.39,NA,b,UNI:UNI,PWD,23.10.2020,M,NA,UNI
497,LM0426,E11,3,E11bBPQ,24.22,100.706860706861,24.05,1.16,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
498,LM0426,E11,5,E11bDHK,24.61,102.328482328482,24.05,1.39,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
499,LM0426,E11,8,E11bAYZ,24.69,102.661122661123,24.05,NA,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
500,LM0426,E11,1,E11bBOT,24.05,100,24.05,1.03,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
501,LM0426,E11,2,E11bEPW,23.79,98.9189189189189,24.05,2.14,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
502,LM0426,E11,4,E11bCEH,24.69,102.661122661123,24.05,1.08,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
503,LM0426,E11,7,E11bFIT,24.4,101.455301455301,24.05,1.57,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
504,LM0426,E11,6,E11bIMW,24.52,101.954261954262,24.05,1.39,NA,b,E88:UNI,SCHUNT,28.10.2020,M,NA,UNI
505,LM0428,E11,3,E11bAEY,19.7,99.1444388525415,19.87,1.32,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
506,LM0428,E11,2,E11bFIL,20.06,100.956215400101,19.87,2.13,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
507,LM0428,E11,4,E11bJOW,18.05,90.8404630095622,19.87,1.15,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
508,LM0428,E11,1,E11bLPU,19.87,100,19.87,1.76,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
509,LM0428,E11,8,E11bJOR,18.87,94.9672873678913,19.87,NA,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
510,LM0428,E11,5,E11bGIY,18.21,91.6456970306995,19.87,1.39,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
511,LM0428,E11,7,E11bSWY,18.58,93.5078007045798,19.87,2.24,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
512,LM0428,E11,6,E11bHOW,17.36,87.3678912934071,19.87,1.62,NA,b,E88:E64,SCHUNT,1.10.2020,M,NA,E64
513,LM0429,E11,8,E11bGQS,NA,NA,17.41,NA,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
514,LM0429,E11,3,E11bFKZ,17.31,99.4256174612292,17.41,0.98,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
515,LM0429,E11,7,E11bAMV,NA,NA,17.41,NA,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
516,LM0429,E11,2,E11bBSW,16.92,97.185525560023,17.41,0.98,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
517,LM0429,E11,4,E11bCJS,15.7,90.1780585870189,17.41,1.06,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
518,LM0429,E11,6,E11bHJY,14.01,80.4709936817921,17.41,NA,6,b,E88:E64,PWD,11.10.2020,M,NA,E64
519,LM0429,E11,1,E11bHUY,17.41,100,17.41,1.07,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
520,LM0429,E11,5,E11bANX,14.42,82.8259620907524,17.41,0.22,NA,b,E88:E64,PWD,11.10.2020,M,NA,E64
521,LM0430,E11,3,E11bKOX,23.62,98.1304528458662,24.07,1.64,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
522,LM0430,E11,7,E11bBDY,23.38,97.1333610303282,24.07,1.97,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
523,LM0430,E11,2,E11bAFS,23.97,99.5845450768592,24.07,1.61,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
524,LM0430,E11,4,E11bADY,22.76,94.557540506855,24.07,1.68,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
525,LM0430,E11,5,E11bHTY,22.77,94.5990859991691,24.07,1.63,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
526,LM0430,E11,6,E11bBMT,23.68,98.3797257997507,24.07,1.74,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
527,LM0430,E11,1,E11bKSV,24.07,100,24.07,1.53,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
528,LM0430,E11,8,E11bJLX,23.07,95.8454507685916,24.07,NA,NA,b,UNI:UNI,SCHUNT,5.10.2020,M,NA,UNI
529,LM0431,E11,3,E11bHNO,18.7,96.8911917098446,19.3,2.73,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
530,LM0431,E11,8,E11bOSZ,18.5,95.8549222797928,19.3,NA,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
531,LM0431,E11,2,E11bHOQ,18.65,96.6321243523316,19.3,2.19,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
532,LM0431,E11,5,E11bCMQ,17.06,88.3937823834197,19.3,1.18,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
533,LM0431,E11,7,E11bEJY,18.05,93.5233160621762,19.3,1.69,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
534,LM0431,E11,1,E11bIKX,19.3,100,19.3,1.78,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
535,LM0431,E11,4,E11bBEZ,17.78,92.1243523316062,19.3,1.23,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
536,LM0431,E11,6,E11bCPW,17.85,92.4870466321244,19.3,1.39,NA,b,E64:E64,SCHUNT,1.10.2020,F,NA,E64
