"","EH_ID","dpi","Position","batch","Pop","count","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","infection"
"441","LM0412",8,"mLN","b","Div_Th1",71.9,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"442","LM0412",8,"mLN","b","Div_Th1",71.9,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"443","LM0412",8,"mLN","b","Th17",1.47,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"444","LM0412",8,"mLN","b","Th17",1.47,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"445","LM0412",8,"mLN","b","Div_Th17",56.2,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"446","LM0412",8,"mLN","b","Div_Th17",56.2,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"447","LM0412",8,"mLN","b","CD8",13.9,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"448","LM0412",8,"mLN","b","CD8",13.9,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"449","LM0412",8,"mLN","b","Act_CD8",20.9,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"450","LM0412",8,"mLN","b","Act_CD8",20.9,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"451","LM0412",8,"Spleen","b","CD4",30,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"452","LM0412",8,"Spleen","b","CD4",30,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"453","LM0412",8,"Spleen","b","Treg",7.8,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"454","LM0412",8,"Spleen","b","Treg",7.8,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"455","LM0412",8,"Spleen","b","Div_Treg",24.2,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"456","LM0412",8,"Spleen","b","Div_Treg",24.2,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"457","LM0412",8,"Spleen","b","Div_Th17",27.4,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"458","LM0412",8,"Spleen","b","Div_Th17",27.4,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"459","LM0412",8,"Spleen","b","CD8",7.8,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"460","LM0412",8,"Spleen","b","CD8",7.8,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"461","LM0412",8,"Spleen","b","Act_CD8",11.7,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"462","LM0412",8,"Spleen","b","Act_CD8",11.7,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"463","LM0412",8,"Spleen","b","Div_Act_CD8",43.5,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"464","LM0412",8,"Spleen","b","Div_Act_CD8",43.5,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"465","LM0412",8,"Spleen","b","IFNy_CD4",3.94,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"466","LM0412",8,"Spleen","b","IFNy_CD4",3.94,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"467","LM0412",8,"Spleen","b","IFNy_CD8",24.7,"E11aQRY","E11",23.92,23.57,101.48493848112,1.58,"primary"
"468","LM0412",8,"Spleen","b","IFNy_CD8",24.7,"E11bEFU","E11",21.91,28.05,78.1105169340463,NA,"challenge"
"469","LM0413",8,"mLN","b","Div_Treg",43.2,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"470","LM0413",8,"mLN","b","Div_Treg",43.2,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"471","LM0413",8,"mLN","b","Treg17",13.5,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"472","LM0413",8,"mLN","b","Treg17",13.5,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"473","LM0413",8,"mLN","b","CD4",32.6,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"474","LM0413",8,"mLN","b","CD4",32.6,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"475","LM0413",8,"mLN","b","Treg",3.81,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"476","LM0413",8,"mLN","b","Treg",3.81,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"477","LM0413",8,"Spleen","b","CD4",33.7,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"478","LM0413",8,"Spleen","b","CD4",33.7,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"479","LM0413",8,"Spleen","b","Treg",5.69,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"480","LM0413",8,"Spleen","b","Treg",5.69,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"481","LM0413",8,"Spleen","b","Div_Treg",24.1,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"482","LM0413",8,"Spleen","b","Div_Treg",24.1,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"483","LM0413",8,"Spleen","b","Treg17",4.15,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"484","LM0413",8,"Spleen","b","Treg17",4.15,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"485","LM0413",8,"Spleen","b","Th1",6.42,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"486","LM0413",8,"Spleen","b","Th1",6.42,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"487","LM0413",8,"Spleen","b","Div_Th1",24.4,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"488","LM0413",8,"Spleen","b","Div_Th1",24.4,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"489","LM0413",8,"Spleen","b","Th17",1.37,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"490","LM0413",8,"Spleen","b","Th17",1.37,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"491","LM0413",8,"Spleen","b","Div_Th17",13.8,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"492","LM0413",8,"Spleen","b","Div_Th17",13.8,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"493","LM0413",8,"Spleen","b","CD8",7.68,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"494","LM0413",8,"Spleen","b","CD8",7.68,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"495","LM0413",8,"Spleen","b","Act_CD8",15.4,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"496","LM0413",8,"Spleen","b","Act_CD8",15.4,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"497","LM0413",8,"Spleen","b","Div_Act_CD8",14.6,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"498","LM0413",8,"Spleen","b","Div_Act_CD8",14.6,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"499","LM0413",8,"Spleen","b","IFNy_CD4",5.66,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"500","LM0413",8,"Spleen","b","IFNy_CD4",5.66,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"501","LM0413",8,"Spleen","b","IFNy_CD8",33.1,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"502","LM0413",8,"Spleen","b","IFNy_CD8",33.1,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"503","LM0413",8,"mLN","b","CD8",14.4,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"504","LM0413",8,"mLN","b","CD8",14.4,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"505","LM0413",8,"mLN","b","Act_CD8",12.1,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"506","LM0413",8,"mLN","b","Act_CD8",12.1,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"507","LM0413",8,"mLN","b","Div_Act_CD8",28.8,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"508","LM0413",8,"mLN","b","Div_Act_CD8",28.8,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"509","LM0413",8,"mLN","b","IFNy_CD4",1.96,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"510","LM0413",8,"mLN","b","IFNy_CD4",1.96,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"511","LM0413",8,"mLN","b","IFNy_CD8",25.1,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"512","LM0413",8,"mLN","b","IFNy_CD8",25.1,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"513","LM0413",8,"mLN","b","Th1",4.17,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"514","LM0413",8,"mLN","b","Th1",4.17,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"515","LM0413",8,"mLN","b","Div_Th1",53.8,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"516","LM0413",8,"mLN","b","Div_Th1",53.8,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"517","LM0413",8,"mLN","b","Th17",4.81,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"518","LM0413",8,"mLN","b","Th17",4.81,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"519","LM0413",8,"mLN","b","Div_Th17",11.1,"E11bPWY","E11",19.51,20.37,95.7781050564556,NA,"challenge"
"520","LM0413",8,"mLN","b","Div_Th17",11.1,"E11aTVX","E11",20.69,21.88,94.5612431444241,1.21,"primary"
"521","LM0415",8,"Spleen","b","Div_Th1",54.9,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"522","LM0415",8,"Spleen","b","Div_Th1",54.9,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"523","LM0415",8,"Spleen","b","Th17",1.17,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"524","LM0415",8,"Spleen","b","Th17",1.17,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"525","LM0415",8,"Spleen","b","Div_Th17",31.4,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"526","LM0415",8,"Spleen","b","Div_Th17",31.4,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"527","LM0415",8,"Spleen","b","CD8",8.2,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"528","LM0415",8,"Spleen","b","CD8",8.2,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"529","LM0415",8,"Spleen","b","CD4",33,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"530","LM0415",8,"Spleen","b","CD4",33,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"531","LM0415",8,"Spleen","b","Treg",5.64,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"532","LM0415",8,"Spleen","b","Treg",5.64,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"533","LM0415",8,"Spleen","b","Div_Treg",20.5,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"534","LM0415",8,"Spleen","b","Div_Treg",20.5,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"535","LM0415",8,"Spleen","b","Treg17",7.42,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"536","LM0415",8,"Spleen","b","Treg17",7.42,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"537","LM0415",8,"Spleen","b","Th1",7.39,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"538","LM0415",8,"Spleen","b","Th1",7.39,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"539","LM0415",8,"mLN","b","CD4",49.7,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"540","LM0415",8,"mLN","b","CD4",49.7,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"541","LM0415",8,"mLN","b","Treg",6.95,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"542","LM0415",8,"mLN","b","Treg",6.95,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"543","LM0415",8,"mLN","b","Div_Treg",30,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"544","LM0415",8,"mLN","b","Div_Treg",30,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"545","LM0415",8,"mLN","b","Treg17",19.5,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"546","LM0415",8,"mLN","b","Treg17",19.5,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"547","LM0415",8,"mLN","b","Th1",5.04,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"548","LM0415",8,"mLN","b","Th1",5.04,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"549","LM0415",8,"mLN","b","Div_Th1",62.2,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"550","LM0415",8,"mLN","b","Div_Th1",62.2,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"551","LM0415",8,"mLN","b","Th17",1.41,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"552","LM0415",8,"mLN","b","Th17",1.41,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"553","LM0415",8,"mLN","b","Div_Th17",42,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"554","LM0415",8,"mLN","b","Div_Th17",42,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"555","LM0415",8,"mLN","b","CD8",14.8,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"556","LM0415",8,"mLN","b","CD8",14.8,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"557","LM0415",8,"mLN","b","Act_CD8",10.9,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"558","LM0415",8,"mLN","b","Act_CD8",10.9,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"559","LM0415",8,"mLN","b","Div_Act_CD8",41.4,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"560","LM0415",8,"mLN","b","Div_Act_CD8",41.4,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"561","LM0415",8,"mLN","b","IFNy_CD4",1.06,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"562","LM0415",8,"mLN","b","IFNy_CD4",1.06,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"563","LM0415",8,"mLN","b","IFNy_CD8",10.3,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"564","LM0415",8,"mLN","b","IFNy_CD8",10.3,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"565","LM0415",8,"Spleen","b","IFNy_CD4",5,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"566","LM0415",8,"Spleen","b","IFNy_CD4",5,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"567","LM0415",8,"Spleen","b","IFNy_CD8",26.6,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"568","LM0415",8,"Spleen","b","IFNy_CD8",26.6,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"569","LM0415",8,"Spleen","b","Act_CD8",16.6,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"570","LM0415",8,"Spleen","b","Act_CD8",16.6,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"571","LM0415",8,"Spleen","b","Div_Act_CD8",39.8,"E11aAHU","E11",20.83,20.99,99.237732253454,1.16,"primary"
"572","LM0415",8,"Spleen","b","Div_Act_CD8",39.8,"E11bDGH","E11",20.91,23.12,90.4411764705882,NA,"challenge"
"573","LM0417",8,"mLN","b","CD4",43.4,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"574","LM0417",8,"mLN","b","CD4",43.4,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"575","LM0417",8,"mLN","b","Treg",5.48,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"576","LM0417",8,"mLN","b","Treg",5.48,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"577","LM0417",8,"mLN","b","Div_Treg",24.9,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"578","LM0417",8,"mLN","b","Div_Treg",24.9,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"579","LM0417",8,"mLN","b","Treg17",13.1,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"580","LM0417",8,"mLN","b","Treg17",13.1,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"581","LM0417",8,"mLN","b","Th1",5.66,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"582","LM0417",8,"mLN","b","Th1",5.66,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"583","LM0417",8,"mLN","b","Div_Th1",62.7,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"584","LM0417",8,"mLN","b","Div_Th1",62.7,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"585","LM0417",8,"mLN","b","Div_Act_CD8",40.2,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"586","LM0417",8,"mLN","b","Div_Act_CD8",40.2,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"587","LM0417",8,"mLN","b","IFNy_CD4",1.89,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"588","LM0417",8,"mLN","b","IFNy_CD4",1.89,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"589","LM0417",8,"mLN","b","IFNy_CD8",16.7,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"590","LM0417",8,"mLN","b","IFNy_CD8",16.7,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"591","LM0417",8,"Spleen","b","Treg17",3.36,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"592","LM0417",8,"Spleen","b","Treg17",3.36,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"593","LM0417",8,"Spleen","b","Th1",3.55,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"594","LM0417",8,"Spleen","b","Th1",3.55,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"595","LM0417",8,"Spleen","b","Div_Th1",51.3,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"596","LM0417",8,"Spleen","b","Div_Th1",51.3,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"597","LM0417",8,"Spleen","b","Th17",0.88,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"598","LM0417",8,"Spleen","b","Th17",0.88,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"599","LM0417",8,"Spleen","b","Div_Th17",14.5,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"600","LM0417",8,"Spleen","b","Div_Th17",14.5,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"601","LM0417",8,"Spleen","b","CD8",8.22,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"602","LM0417",8,"Spleen","b","CD8",8.22,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"603","LM0417",8,"mLN","b","Th17",1.32,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"604","LM0417",8,"mLN","b","Th17",1.32,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"605","LM0417",8,"mLN","b","Div_Th17",36.1,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"606","LM0417",8,"mLN","b","Div_Th17",36.1,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"607","LM0417",8,"mLN","b","CD8",14.5,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"608","LM0417",8,"mLN","b","CD8",14.5,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"609","LM0417",8,"mLN","b","Act_CD8",18.6,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"610","LM0417",8,"mLN","b","Act_CD8",18.6,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"611","LM0417",8,"Spleen","b","CD4",34.4,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"612","LM0417",8,"Spleen","b","CD4",34.4,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"613","LM0417",8,"Spleen","b","Treg",5.73,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"614","LM0417",8,"Spleen","b","Treg",5.73,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"615","LM0417",8,"Spleen","b","Div_Treg",21.5,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"616","LM0417",8,"Spleen","b","Div_Treg",21.5,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"617","LM0417",8,"Spleen","b","IFNy_CD4",3.39,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"618","LM0417",8,"Spleen","b","IFNy_CD4",3.39,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"619","LM0417",8,"Spleen","b","IFNy_CD8",22.6,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"620","LM0417",8,"Spleen","b","IFNy_CD8",22.6,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"621","LM0417",8,"Spleen","b","Act_CD8",13.5,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"622","LM0417",8,"Spleen","b","Act_CD8",13.5,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"623","LM0417",8,"Spleen","b","Div_Act_CD8",40.9,"E11aRVX","E11",23.9,23.38,102.224123182207,1.83,"primary"
"624","LM0417",8,"Spleen","b","Div_Act_CD8",40.9,"E11bAEM","E11",18.72,24.85,75.3319919517103,NA,"challenge"
"625","LM0420",8,"mLN","b","CD4",46.3,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"626","LM0420",8,"mLN","b","CD4",46.3,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"627","LM0420",8,"mLN","b","Treg",8.69,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"628","LM0420",8,"mLN","b","Treg",8.69,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"629","LM0420",8,"mLN","b","Div_Treg",32.7,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"630","LM0420",8,"mLN","b","Div_Treg",32.7,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"631","LM0420",8,"mLN","b","Treg17",13.3,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"632","LM0420",8,"mLN","b","Treg17",13.3,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"633","LM0420",8,"mLN","b","Th1",9.29,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"634","LM0420",8,"mLN","b","Th1",9.29,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"635","LM0420",8,"mLN","b","Div_Th1",51.8,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"636","LM0420",8,"mLN","b","Div_Th1",51.8,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"637","LM0420",8,"Spleen","b","CD4",26.7,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"638","LM0420",8,"Spleen","b","CD4",26.7,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"639","LM0420",8,"Spleen","b","Treg",9.68,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"640","LM0420",8,"Spleen","b","Treg",9.68,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"641","LM0420",8,"Spleen","b","Div_Treg",21.7,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"642","LM0420",8,"Spleen","b","Div_Treg",21.7,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"643","LM0420",8,"Spleen","b","Treg17",3.97,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"644","LM0420",8,"Spleen","b","Treg17",3.97,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"645","LM0420",8,"Spleen","b","Th1",8.1,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"646","LM0420",8,"Spleen","b","Th1",8.1,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"647","LM0420",8,"Spleen","b","Div_Th1",42.5,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"648","LM0420",8,"Spleen","b","Div_Th1",42.5,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"649","LM0420",8,"Spleen","b","Th17",1.29,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"650","LM0420",8,"Spleen","b","Th17",1.29,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"651","LM0420",8,"Spleen","b","Div_Th17",16.5,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"652","LM0420",8,"Spleen","b","Div_Th17",16.5,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"653","LM0420",8,"Spleen","b","CD8",6.28,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"654","LM0420",8,"Spleen","b","CD8",6.28,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"655","LM0420",8,"Spleen","b","Act_CD8",13.6,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"656","LM0420",8,"Spleen","b","Act_CD8",13.6,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"657","LM0420",8,"Spleen","b","Div_Act_CD8",30,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"658","LM0420",8,"Spleen","b","Div_Act_CD8",30,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
"659","LM0420",8,"Spleen","b","IFNy_CD4",11.3,"E11bABD","E11",17.16,19,90.3157894736842,NA,"challenge"
"660","LM0420",8,"Spleen","b","IFNy_CD4",11.3,"E11aJMQ","E11",15.41,18.05,85.3739612188366,0.48,"primary"
